name,marker,marker_size,problem,param,runner,retcode,total_time,sat,ce,sat1_time,sat1_ce,nbsat,start_time
138_HIV-1,32,3,P3,k6,cegar3,0,19.80s,SAT,8,0.43s,2,111,0.00s
138_HIV-1,33,1,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,33,1,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,33,1,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,33,1,P3,k6,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,33,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,33,3,P3,k2,cegar3,0,0.30s,UNSAT,2,,,0,0.00s
138_HIV-1,33,3,P3,k4,cegar3,0,8.75s,SAT,2,0.49s,2,70,0.00s
138_HIV-1,33,3,P3,k6,cegar3,0,9.95s,SAT,3,0.50s,2,75,0.00s
138_HIV-1,3,3,P3,k1,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,3,3,P3,k2,cegar3,0,0.26s,SAT,1,0.26s,1,1,0.00s
138_HIV-1,3,3,P3,k4,cegar3,0,1.61s,SAT,2,0.25s,1,8,0.00s
138_HIV-1,3,3,P3,k6,cegar3,0,104.68s,SAT,18,0.25s,1,299,0.00s
138_HIV-1,34,1,P3,k1,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,34,1,P3,k2,cegar3,0,0.17s,SAT,0,0.17s,0,1,0.00s
138_HIV-1,34,1,P3,k4,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,34,1,P3,k6,cegar3,0,0.18s,SAT,0,0.18s,0,1,0.00s
138_HIV-1,34,3,P3,k1,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
138_HIV-1,34,3,P3,k2,cegar3,0,0.23s,UNSAT,1,,,0,0.00s
138_HIV-1,34,3,P3,k4,cegar3,0,16.55s,SAT,1,0.33s,1,135,0.00s
138_HIV-1,34,3,P3,k6,cegar3,124,1779.51s,TO,6,0.33s,1,3139,0.00s
138_HIV-1,35,1,P3,k1,cegar3,0,0.08s,SAT,0,0.08s,0,1,0.00s
138_HIV-1,35,1,P3,k2,cegar3,0,0.09s,SAT,0,0.09s,0,1,0.00s
138_HIV-1,35,1,P3,k4,cegar3,0,0.09s,SAT,0,0.09s,0,1,0.00s
138_HIV-1,35,1,P3,k6,cegar3,0,0.10s,SAT,0,0.10s,0,1,0.00s
138_HIV-1,35,3,P3,k1,cegar3,0,0.20s,SAT,0,0.20s,0,1,0.00s
138_HIV-1,35,3,P3,k2,cegar3,0,0.20s,SAT,0,0.20s,0,1,0.00s
138_HIV-1,35,3,P3,k4,cegar3,0,0.20s,SAT,0,0.20s,0,1,0.00s
138_HIV-1,35,3,P3,k6,cegar3,0,0.18s,SAT,0,0.18s,0,1,0.00s
138_HIV-1,36,1,P3,k1,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,36,1,P3,k2,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,36,1,P3,k4,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,36,1,P3,k6,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,36,3,P3,k1,cegar3,0,0.09s,UNSAT,1,,,0,0.00s
138_HIV-1,36,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,36,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,36,3,P3,k6,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,37,1,P3,k1,cegar3,0,0.33s,SAT,1,0.08s,0,4,0.00s
138_HIV-1,37,1,P3,k2,cegar3,0,0.54s,SAT,1,0.09s,0,6,0.00s
138_HIV-1,37,1,P3,k4,cegar3,0,0.75s,SAT,2,0.09s,0,6,0.00s
138_HIV-1,37,1,P3,k6,cegar3,0,8.50s,SAT,5,0.10s,0,54,0.00s
138_HIV-1,37,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,37,3,P3,k2,cegar3,0,0.29s,UNSAT,2,,,0,0.00s
138_HIV-1,37,3,P3,k4,cegar3,0,6.40s,SAT,3,0.47s,3,56,0.00s
138_HIV-1,37,3,P3,k6,cegar3,0,168.83s,SAT,11,0.39s,2,615,0.00s
138_HIV-1,38,1,P3,k1,cegar3,0,0.15s,SAT,1,0.15s,1,1,0.00s
138_HIV-1,38,1,P3,k2,cegar3,0,0.31s,SAT,2,0.17s,1,2,0.00s
138_HIV-1,38,1,P3,k4,cegar3,0,5.37s,SAT,7,0.18s,1,28,0.00s
138_HIV-1,38,1,P3,k6,cegar3,0,29.83s,SAT,9,0.18s,1,134,0.00s
138_HIV-1,38,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,38,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,38,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,38,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,39,1,P3,k1,cegar3,0,0.12s,SAT,0,0.12s,0,1,0.00s
138_HIV-1,39,1,P3,k2,cegar3,0,0.13s,SAT,0,0.13s,0,1,0.00s
138_HIV-1,39,1,P3,k4,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,39,1,P3,k6,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,39,3,P3,k1,cegar3,0,0.24s,UNSAT,2,,,0,0.00s
138_HIV-1,39,3,P3,k2,cegar3,0,0.85s,SAT,2,0.39s,2,5,0.00s
138_HIV-1,39,3,P3,k4,cegar3,0,3.38s,SAT,2,0.36s,2,25,0.00s
138_HIV-1,39,3,P3,k6,cegar3,0,4.97s,SAT,2,0.33s,2,37,0.00s
138_HIV-1,40,1,P3,k1,cegar3,0,0.54s,SAT,2,0.16s,1,4,0.00s
138_HIV-1,40,1,P3,k2,cegar3,0,2.09s,SAT,2,0.16s,1,21,0.00s
138_HIV-1,40,1,P3,k4,cegar3,0,17.26s,SAT,6,0.18s,1,109,0.00s
138_HIV-1,40,1,P3,k6,cegar3,0,84.89s,SAT,14,0.19s,1,267,0.00s
138_HIV-1,40,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,40,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,40,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,40,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,41,1,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,41,1,P3,k2,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,41,1,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,41,1,P3,k6,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,41,3,P3,k1,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
138_HIV-1,41,3,P3,k2,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
138_HIV-1,41,3,P3,k4,cegar3,0,3.15s,SAT,2,0.24s,1,21,0.00s
138_HIV-1,41,3,P3,k6,cegar3,0,109.73s,SAT,8,0.23s,1,540,0.00s
138_HIV-1,4,1,P3,k1,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,4,1,P3,k2,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,4,1,P3,k4,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,4,1,P3,k6,cegar3,0,0.17s,SAT,0,0.17s,0,1,0.00s
138_HIV-1,42,1,P3,k1,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,42,1,P3,k2,cegar3,0,0.18s,SAT,0,0.18s,0,1,0.00s
138_HIV-1,42,1,P3,k4,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,42,1,P3,k6,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,42,3,P3,k1,cegar3,0,0.15s,UNSAT,1,,,0,0.00s
138_HIV-1,42,3,P3,k2,cegar3,0,0.35s,SAT,2,0.25s,1,1,0.00s
138_HIV-1,42,3,P3,k4,cegar3,0,4.25s,SAT,5,0.26s,1,25,0.00s
138_HIV-1,42,3,P3,k6,cegar3,0,368.33s,SAT,13,0.28s,1,970,0.00s
138_HIV-1,43,1,P3,k1,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
138_HIV-1,43,1,P3,k2,cegar3,0,0.33s,SAT,1,0.08s,0,2,0.00s
138_HIV-1,43,1,P3,k4,cegar3,0,1.63s,SAT,2,0.08s,0,12,0.00s
138_HIV-1,43,1,P3,k6,cegar3,0,12.07s,SAT,4,0.09s,0,87,0.00s
138_HIV-1,43,3,P3,k1,cegar3,0,0.35s,UNSAT,2,,,0,0.00s
138_HIV-1,43,3,P3,k2,cegar3,0,7.53s,SAT,3,0.63s,3,55,0.00s
138_HIV-1,43,3,P3,k4,cegar3,0,11.36s,SAT,3,0.63s,3,80,0.00s
138_HIV-1,43,3,P3,k6,cegar3,0,13.26s,SAT,4,0.81s,3,80,0.00s
138_HIV-1,4,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,4,3,P3,k2,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,4,3,P3,k4,cegar3,0,0.19s,UNSAT,1,,,0,0.00s
138_HIV-1,4,3,P3,k6,cegar3,0,5.92s,SAT,3,0.84s,3,32,0.00s
138_HIV-1,44,1,P3,k1,cegar3,0,0.13s,SAT,0,0.13s,0,1,0.00s
138_HIV-1,44,1,P3,k2,cegar3,0,0.13s,SAT,0,0.13s,0,1,0.00s
138_HIV-1,44,1,P3,k4,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,44,1,P3,k6,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,44,3,P3,k1,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
138_HIV-1,44,3,P3,k2,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,44,3,P3,k4,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,44,3,P3,k6,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,45,1,P3,k1,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,45,1,P3,k2,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,45,1,P3,k4,cegar3,0,0.18s,SAT,0,0.18s,0,1,0.00s
138_HIV-1,45,1,P3,k6,cegar3,0,0.17s,SAT,0,0.17s,0,1,0.00s
138_HIV-1,45,3,P3,k1,cegar3,0,0.14s,UNSAT,1,,,0,0.00s
138_HIV-1,45,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,45,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,45,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,46,1,P3,k1,cegar3,0,0.14s,UNSAT,1,,,0,0.00s
138_HIV-1,46,1,P3,k2,cegar3,0,0.37s,SAT,2,0.11s,0,1,0.00s
138_HIV-1,46,1,P3,k4,cegar3,0,15.49s,SAT,4,0.10s,0,95,0.00s
138_HIV-1,46,1,P3,k6,cegar3,124,1770.15s,TO,13,0.12s,0,2633,0.00s
138_HIV-1,46,3,P3,k1,cegar3,0,0.29s,SAT,1,0.29s,1,1,0.00s
138_HIV-1,46,3,P3,k2,cegar3,0,0.31s,SAT,2,0.26s,1,1,0.00s
138_HIV-1,46,3,P3,k4,cegar3,0,1.04s,SAT,2,0.27s,1,5,0.00s
138_HIV-1,46,3,P3,k6,cegar3,0,1.85s,SAT,2,0.31s,1,9,0.00s
138_HIV-1,47,1,P3,k1,cegar3,0,0.66s,SAT,1,0.28s,1,7,0.00s
138_HIV-1,47,1,P3,k2,cegar3,0,0.66s,SAT,1,0.28s,1,7,0.00s
138_HIV-1,47,1,P3,k4,cegar3,0,2.89s,SAT,8,0.29s,1,12,0.00s
138_HIV-1,47,1,P3,k6,cegar3,0,453.69s,SAT,27,0.29s,1,602,0.00s
138_HIV-1,47,3,P3,k1,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,47,3,P3,k2,cegar3,0,2.63s,SAT,1,0.21s,1,28,0.00s
138_HIV-1,47,3,P3,k4,cegar3,0,32.83s,SAT,8,0.21s,1,196,0.00s
138_HIV-1,47,3,P3,k6,cegar3,0,788.60s,SAT,23,0.22s,1,1152,0.00s
138_HIV-1,48,1,P3,k1,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,48,1,P3,k2,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,48,1,P3,k4,cegar3,0,0.15s,SAT,0,0.15s,0,1,0.00s
138_HIV-1,48,1,P3,k6,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,48,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,48,3,P3,k2,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,48,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,48,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,49,1,P3,k1,cegar3,0,0.69s,SAT,1,0.30s,1,6,0.00s
138_HIV-1,49,1,P3,k2,cegar3,0,0.81s,SAT,2,0.30s,1,6,0.00s
138_HIV-1,49,1,P3,k4,cegar3,0,5.66s,SAT,10,0.31s,1,11,0.00s
138_HIV-1,49,1,P3,k6,cegar3,0,714.43s,SAT,34,0.33s,1,586,0.00s
138_HIV-1,49,3,P3,k1,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,49,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,49,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,49,3,P3,k6,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,50,1,P3,k1,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,50,1,P3,k2,cegar3,0,0.39s,SAT,3,0.17s,1,2,0.00s
138_HIV-1,50,1,P3,k4,cegar3,0,3.16s,SAT,5,0.19s,1,19,0.00s
138_HIV-1,50,1,P3,k6,cegar3,0,30.44s,SAT,11,0.19s,1,123,0.00s
138_HIV-1,50,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,50,3,P3,k2,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
138_HIV-1,50,3,P3,k4,cegar3,0,6.24s,SAT,2,0.24s,1,50,0.00s
138_HIV-1,50,3,P3,k6,cegar3,0,145.72s,SAT,5,0.23s,1,732,0.00s
138_HIV-1,51,3,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,51,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,51,3,P3,k4,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,51,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,5,1,P3,k1,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,5,1,P3,k2,cegar3,0,0.14s,SAT,0,0.14s,0,1,0.00s
138_HIV-1,5,1,P3,k4,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,5,1,P3,k6,cegar3,0,0.17s,SAT,0,0.17s,0,1,0.00s
138_HIV-1,52,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,52,3,P3,k2,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,52,3,P3,k4,cegar3,0,0.15s,UNSAT,1,,,0,0.00s
138_HIV-1,52,3,P3,k6,cegar3,0,3.36s,SAT,2,0.46s,2,24,0.00s
138_HIV-1,53,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,53,3,P3,k2,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,53,3,P3,k4,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,53,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,5,3,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,5,3,P3,k2,cegar3,0,2.56s,SAT,2,0.23s,1,20,0.00s
138_HIV-1,5,3,P3,k4,cegar3,0,3.61s,SAT,2,0.22s,1,30,0.00s
138_HIV-1,5,3,P3,k6,cegar3,0,4.26s,SAT,3,0.23s,1,30,0.00s
138_HIV-1,54,3,P3,k1,cegar3,0,0.41s,UNSAT,2,,,0,0.00s
138_HIV-1,54,3,P3,k2,cegar3,0,6.91s,SAT,2,0.55s,2,55,0.00s
138_HIV-1,54,3,P3,k4,cegar3,0,9.60s,SAT,2,0.56s,2,75,0.00s
138_HIV-1,54,3,P3,k6,cegar3,0,11.34s,SAT,5,0.54s,2,75,0.00s
138_HIV-1,55,3,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,55,3,P3,k2,cegar3,0,0.23s,UNSAT,2,,,0,0.00s
138_HIV-1,55,3,P3,k4,cegar3,0,1.42s,SAT,3,0.36s,2,10,0.00s
138_HIV-1,55,3,P3,k6,cegar3,0,35.27s,SAT,10,0.36s,2,157,0.00s
138_HIV-1,56,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,56,3,P3,k2,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,56,3,P3,k4,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,56,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,57,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,57,3,P3,k2,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
138_HIV-1,57,3,P3,k4,cegar3,0,2.42s,SAT,2,0.26s,1,14,0.00s
138_HIV-1,57,3,P3,k6,cegar3,0,37.26s,SAT,12,0.27s,1,159,0.00s
138_HIV-1,58,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,58,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,58,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,58,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,59,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,59,3,P3,k2,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,59,3,P3,k4,cegar3,0,5.01s,SAT,6,0.23s,1,23,0.00s
138_HIV-1,59,3,P3,k6,cegar3,0,158.92s,SAT,13,0.24s,1,516,0.00s
138_HIV-1,60,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,60,3,P3,k2,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,60,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,60,3,P3,k6,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,61,3,P3,k1,cegar3,0,0.17s,UNSAT,1,,,0,0.00s
138_HIV-1,61,3,P3,k2,cegar3,0,0.90s,SAT,2,0.30s,1,4,0.00s
138_HIV-1,61,3,P3,k4,cegar3,0,8.39s,SAT,2,0.31s,1,60,0.00s
138_HIV-1,61,3,P3,k6,cegar3,0,406.85s,SAT,11,0.32s,1,1072,0.00s
138_HIV-1,6,1,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,6,1,P3,k2,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,6,1,P3,k4,cegar3,0,3.23s,SAT,2,0.20s,1,24,0.00s
138_HIV-1,6,1,P3,k6,cegar3,0,75.33s,SAT,5,0.20s,1,423,0.00s
138_HIV-1,62,3,P3,k1,cegar3,0,0.19s,UNSAT,2,,,0,0.00s
138_HIV-1,62,3,P3,k2,cegar3,0,0.21s,UNSAT,2,,,0,0.00s
138_HIV-1,62,3,P3,k4,cegar3,0,0.23s,UNSAT,2,,,0,0.00s
138_HIV-1,62,3,P3,k6,cegar3,0,0.22s,UNSAT,2,,,0,0.00s
138_HIV-1,63,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,63,3,P3,k2,cegar3,0,0.22s,UNSAT,1,,,0,0.00s
138_HIV-1,63,3,P3,k4,cegar3,0,76.00s,SAT,4,0.26s,1,482,0.00s
138_HIV-1,63,3,P3,k6,cegar3,124,1762.91s,TO,13,0.26s,1,2844,0.00s
138_HIV-1,6,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,6,3,P3,k2,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,6,3,P3,k4,cegar3,0,0.21s,UNSAT,1,,,0,0.00s
138_HIV-1,6,3,P3,k6,cegar3,0,0.98s,UNSAT,2,,,0,0.00s
138_HIV-1,64,3,P3,k1,cegar3,0,1.38s,SAT,1,0.34s,1,10,0.00s
138_HIV-1,64,3,P3,k2,cegar3,0,1.98s,SAT,1,0.37s,1,13,0.00s
138_HIV-1,64,3,P3,k4,cegar3,0,2.11s,SAT,2,0.43s,1,13,0.00s
138_HIV-1,64,3,P3,k6,cegar3,0,6.05s,SAT,6,0.43s,1,29,0.00s
138_HIV-1,65,3,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,65,3,P3,k2,cegar3,0,0.29s,UNSAT,2,,,0,0.00s
138_HIV-1,65,3,P3,k4,cegar3,0,0.21s,UNSAT,2,,,0,0.00s
138_HIV-1,65,3,P3,k6,cegar3,0,0.21s,UNSAT,2,,,0,0.00s
138_HIV-1,66,3,P3,k1,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,66,3,P3,k2,cegar3,0,0.22s,UNSAT,2,,,0,0.00s
138_HIV-1,66,3,P3,k4,cegar3,0,0.25s,UNSAT,2,,,0,0.00s
138_HIV-1,66,3,P3,k6,cegar3,0,0.23s,UNSAT,2,,,0,0.00s
138_HIV-1,67,3,P3,k1,cegar3,0,0.12s,SAT,0,0.12s,0,1,0.00s
138_HIV-1,67,3,P3,k2,cegar3,0,0.20s,SAT,1,0.20s,1,1,0.00s
138_HIV-1,67,3,P3,k4,cegar3,0,2.41s,SAT,6,0.24s,1,8,0.00s
138_HIV-1,67,3,P3,k6,cegar3,0,100.01s,SAT,16,0.26s,1,272,0.00s
138_HIV-1,68,3,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,68,3,P3,k2,cegar3,0,0.12s,UNSAT,1,,,0,0.00s
138_HIV-1,68,3,P3,k4,cegar3,0,0.24s,UNSAT,2,,,0,0.00s
138_HIV-1,68,3,P3,k6,cegar3,0,0.23s,UNSAT,2,,,0,0.00s
138_HIV-1,69,3,P3,k1,cegar3,0,0.17s,UNSAT,1,,,0,0.00s
138_HIV-1,69,3,P3,k2,cegar3,0,0.39s,SAT,1,0.27s,1,2,0.00s
138_HIV-1,69,3,P3,k4,cegar3,0,8.12s,SAT,4,0.27s,1,48,0.00s
138_HIV-1,69,3,P3,k6,cegar3,124,1761.42s,TO,23,0.28s,1,2432,0.00s
138_HIV-1,70,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,70,3,P3,k2,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,70,3,P3,k4,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,70,3,P3,k6,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,71,3,P3,k1,cegar3,0,0.16s,SAT,0,0.16s,0,1,0.00s
138_HIV-1,71,3,P3,k2,cegar3,0,0.21s,SAT,1,0.17s,0,1,0.00s
138_HIV-1,71,3,P3,k4,cegar3,0,9.03s,SAT,5,0.19s,0,39,0.00s
138_HIV-1,71,3,P3,k6,cegar3,0,189.27s,SAT,15,0.18s,0,478,0.00s
138_HIV-1,7,1,P3,k1,cegar3,0,0.59s,SAT,1,0.16s,1,6,0.00s
138_HIV-1,7,1,P3,k2,cegar3,0,0.69s,SAT,1,0.18s,1,7,0.00s
138_HIV-1,7,1,P3,k4,cegar3,0,0.75s,SAT,1,0.23s,1,7,0.00s
138_HIV-1,7,1,P3,k6,cegar3,0,0.79s,SAT,1,0.22s,1,7,0.00s
138_HIV-1,72,3,P3,k1,cegar3,0,0.19s,SAT,0,0.19s,0,1,0.00s
138_HIV-1,72,3,P3,k2,cegar3,0,0.21s,SAT,0,0.21s,0,1,0.00s
138_HIV-1,72,3,P3,k4,cegar3,0,0.21s,SAT,0,0.21s,0,1,0.00s
138_HIV-1,72,3,P3,k6,cegar3,0,0.21s,SAT,0,0.21s,0,1,0.00s
138_HIV-1,73,3,P3,k1,cegar3,0,1.41s,SAT,1,0.29s,1,11,0.00s
138_HIV-1,73,3,P3,k2,cegar3,0,1.60s,SAT,1,0.32s,1,11,0.00s
138_HIV-1,73,3,P3,k4,cegar3,0,2.45s,SAT,3,0.34s,1,15,0.00s
138_HIV-1,73,3,P3,k6,cegar3,0,21.37s,SAT,6,0.33s,1,127,0.00s
138_HIV-1,7,3,P3,k1,cegar3,0,0.10s,UNSAT,1,,,0,0.00s
138_HIV-1,7,3,P3,k2,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,7,3,P3,k4,cegar3,0,1.24s,SAT,2,0.38s,2,10,0.00s
138_HIV-1,7,3,P3,k6,cegar3,0,16.72s,SAT,6,0.44s,2,114,0.00s
138_HIV-1,74,3,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
138_HIV-1,74,3,P3,k2,cegar3,0,3.54s,SAT,1,0.22s,1,28,0.00s
138_HIV-1,74,3,P3,k4,cegar3,0,74.80s,SAT,7,0.24s,1,373,0.00s
138_HIV-1,74,3,P3,k6,cegar3,124,1774.31s,TO,26,0.26s,1,1786,0.00s
138_HIV-1,75,3,P3,k1,cegar3,0,0.57s,SAT,1,0.24s,1,4,0.00s
138_HIV-1,75,3,P3,k2,cegar3,0,2.74s,SAT,3,0.27s,1,15,0.00s
138_HIV-1,75,3,P3,k4,cegar3,0,22.08s,SAT,4,0.29s,1,129,0.00s
138_HIV-1,75,3,P3,k6,cegar3,0,129.88s,SAT,10,0.28s,1,520,0.00s
138_HIV-1,76,3,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
138_HIV-1,76,3,P3,k2,cegar3,0,0.13s,UNSAT,1,,,0,0.00s
138_HIV-1,76,3,P3,k4,cegar3,0,0.29s,UNSAT,1,,,0,0.00s
138_HIV-1,76,3,P3,k6,cegar3,0,14.33s,SAT,3,0.30s,1,98,0.00s
138_HIV-1,77,3,P3,k1,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
