name,marker,marker_size,problem,param,runner,retcode,total_time,sat,ce,start_time
138_HIV-1,33,1,synthesis,maxclause32,cegar3_nocanonic,0,0.34s,UNSAT,1,0.00s
138_HIV-1,33,3,synthesis,maxclause32,cegar3_nocanonic,0,2.99s,SAT,4,0.00s
138_HIV-1,3,3,synthesis,maxclause32,cegar3_nocanonic,0,81.38s,SAT,9,0.00s
138_HIV-1,34,1,synthesis,maxclause32,cegar3_nocanonic,0,0.85s,SAT,1,0.00s
138_HIV-1,34,3,synthesis,maxclause32,cegar3_nocanonic,0,4.52s,SAT,6,0.00s
138_HIV-1,35,1,synthesis,maxclause32,cegar3_nocanonic,0,0.36s,SAT,0,0.00s
138_HIV-1,35,3,synthesis,maxclause32,cegar3_nocanonic,0,43.02s,SAT,7,0.00s
138_HIV-1,36,1,synthesis,maxclause32,cegar3_nocanonic,0,1.02s,SAT,1,0.00s
138_HIV-1,36,3,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
138_HIV-1,37,1,synthesis,maxclause32,cegar3_nocanonic,0,2.95s,SAT,4,0.00s
138_HIV-1,37,3,synthesis,maxclause32,cegar3_nocanonic,0,0.91s,SAT,1,0.00s
138_HIV-1,38,1,synthesis,maxclause32,cegar3_nocanonic,0,33.76s,SAT,4,0.00s
138_HIV-1,38,3,synthesis,maxclause32,cegar3_nocanonic,0,0.33s,UNSAT,1,0.00s
138_HIV-1,39,1,synthesis,maxclause32,cegar3_nocanonic,0,0.47s,SAT,0,0.00s
138_HIV-1,39,3,synthesis,maxclause32,cegar3_nocanonic,0,366.18s,SAT,10,0.00s
138_HIV-1,40,1,synthesis,maxclause32,cegar3_nocanonic,0,3.27s,SAT,3,0.00s
138_HIV-1,40,3,synthesis,maxclause32,cegar3_nocanonic,0,0.38s,UNSAT,1,0.00s
138_HIV-1,41,1,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
138_HIV-1,41,3,synthesis,maxclause32,cegar3_nocanonic,0,1.40s,SAT,2,0.00s
138_HIV-1,4,1,synthesis,maxclause32,cegar3_nocanonic,0,175.00s,SAT,10,0.00s
138_HIV-1,42,1,synthesis,maxclause32,cegar3_nocanonic,0,1.44s,SAT,2,0.00s
138_HIV-1,42,3,synthesis,maxclause32,cegar3_nocanonic,0,2.01s,SAT,4,0.00s
138_HIV-1,43,1,synthesis,maxclause32,cegar3_nocanonic,0,373.83s,SAT,10,0.00s
138_HIV-1,43,3,synthesis,maxclause32,cegar3_nocanonic,0,47.76s,SAT,8,0.00s
138_HIV-1,4,3,synthesis,maxclause32,cegar3_nocanonic,0,2.25s,SAT,4,0.00s
138_HIV-1,44,1,synthesis,maxclause32,cegar3_nocanonic,0,3427.99s,SAT,11,0.00s
138_HIV-1,44,3,synthesis,maxclause32,cegar3_nocanonic,0,0.16s,UNSAT,0,0.00s
138_HIV-1,45,1,synthesis,maxclause32,cegar3_nocanonic,0,2.08s,SAT,3,0.00s
138_HIV-1,45,3,synthesis,maxclause32,cegar3_nocanonic,0,0.34s,UNSAT,1,0.00s
138_HIV-1,46,1,synthesis,maxclause32,cegar3_nocanonic,0,3.47s,SAT,5,0.00s
138_HIV-1,46,3,synthesis,maxclause32,cegar3_nocanonic,0,5.40s,SAT,4,0.00s
138_HIV-1,47,1,synthesis,maxclause32,cegar3_nocanonic,0,3.63s,SAT,5,0.00s
138_HIV-1,47,3,synthesis,maxclause32,cegar3_nocanonic,0,1.51s,SAT,3,0.00s
138_HIV-1,48,1,synthesis,maxclause32,cegar3_nocanonic,0,1.45s,SAT,2,0.00s
138_HIV-1,48,3,synthesis,maxclause32,cegar3_nocanonic,0,0.36s,UNSAT,1,0.00s
138_HIV-1,49,1,synthesis,maxclause32,cegar3_nocanonic,0,4.11s,SAT,4,0.00s
138_HIV-1,49,3,synthesis,maxclause32,cegar3_nocanonic,0,1.27s,UNSAT,3,0.00s
138_HIV-1,50,1,synthesis,maxclause32,cegar3_nocanonic,0,3.41s,SAT,4,0.00s
138_HIV-1,50,3,synthesis,maxclause32,cegar3_nocanonic,0,2.49s,SAT,4,0.00s
138_HIV-1,51,3,synthesis,maxclause32,cegar3_nocanonic,0,0.76s,UNSAT,2,0.00s
138_HIV-1,5,1,synthesis,maxclause32,cegar3_nocanonic,0,0.40s,SAT,0,0.00s
138_HIV-1,52,3,synthesis,maxclause32,cegar3_nocanonic,0,3.49s,SAT,5,0.00s
138_HIV-1,53,3,synthesis,maxclause32,cegar3_nocanonic,0,0.40s,UNSAT,1,0.00s
138_HIV-1,5,3,synthesis,maxclause32,cegar3_nocanonic,124,3584.19s,TO,20,0.00s
138_HIV-1,54,3,synthesis,maxclause32,cegar3_nocanonic,0,42.59s,SAT,10,0.00s
138_HIV-1,55,3,synthesis,maxclause32,cegar3_nocanonic,0,1.58s,SAT,3,0.00s
138_HIV-1,56,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
138_HIV-1,57,3,synthesis,maxclause32,cegar3_nocanonic,0,3.68s,SAT,5,0.00s
138_HIV-1,58,3,synthesis,maxclause32,cegar3_nocanonic,0,0.35s,UNSAT,1,0.00s
138_HIV-1,59,3,synthesis,maxclause32,cegar3_nocanonic,0,49.92s,SAT,6,0.00s
138_HIV-1,60,3,synthesis,maxclause32,cegar3_nocanonic,0,0.43s,UNSAT,1,0.00s
138_HIV-1,61,3,synthesis,maxclause32,cegar3_nocanonic,0,7.61s,SAT,4,0.00s
138_HIV-1,6,1,synthesis,maxclause32,cegar3_nocanonic,0,2.12s,SAT,3,0.00s
138_HIV-1,62,3,synthesis,maxclause32,cegar3_nocanonic,0,1.11s,UNSAT,3,0.00s
138_HIV-1,63,3,synthesis,maxclause32,cegar3_nocanonic,0,3043.17s,SAT,16,0.00s
138_HIV-1,6,3,synthesis,maxclause32,cegar3_nocanonic,0,1.03s,SAT,1,0.00s
138_HIV-1,64,3,synthesis,maxclause32,cegar3_nocanonic,0,396.92s,SAT,11,0.00s
138_HIV-1,65,3,synthesis,maxclause32,cegar3_nocanonic,0,0.71s,UNSAT,2,0.00s
138_HIV-1,66,3,synthesis,maxclause32,cegar3_nocanonic,0,0.74s,UNSAT,2,0.00s
138_HIV-1,67,3,synthesis,maxclause32,cegar3_nocanonic,0,0.50s,SAT,0,0.00s
138_HIV-1,68,3,synthesis,maxclause32,cegar3_nocanonic,0,1.20s,UNSAT,3,0.00s
138_HIV-1,69,3,synthesis,maxclause32,cegar3_nocanonic,0,5.75s,SAT,5,0.00s
138_HIV-1,70,3,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
138_HIV-1,71,3,synthesis,maxclause32,cegar3_nocanonic,0,15.95s,SAT,5,0.00s
138_HIV-1,7,1,synthesis,maxclause32,cegar3_nocanonic,0,0.79s,SAT,1,0.00s
138_HIV-1,72,3,synthesis,maxclause32,cegar3_nocanonic,0,2740.06s,SAT,11,0.00s
138_HIV-1,73,3,synthesis,maxclause32,cegar3_nocanonic,0,1.21s,SAT,2,0.00s
138_HIV-1,7,3,synthesis,maxclause32,cegar3_nocanonic,0,140.50s,SAT,7,0.00s
138_HIV-1,74,3,synthesis,maxclause32,cegar3_nocanonic,0,207.65s,SAT,10,0.00s
138_HIV-1,75,3,synthesis,maxclause32,cegar3_nocanonic,0,12.16s,SAT,8,0.00s
138_HIV-1,76,3,synthesis,maxclause32,cegar3_nocanonic,124,1414.09s,TO,10,0.00s
138_HIV-1,77,3,synthesis,maxclause32,cegar3_nocanonic,0,0.43s,SAT,0,0.00s
138_HIV-1,78,3,synthesis,maxclause32,cegar3_nocanonic,0,0.33s,UNSAT,1,0.00s
138_HIV-1,79,3,synthesis,maxclause32,cegar3_nocanonic,0,2.57s,SAT,4,0.00s
138_HIV-1,80,3,synthesis,maxclause32,cegar3_nocanonic,0,0.93s,SAT,1,0.00s
138_HIV-1,81,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
138_HIV-1,8,1,synthesis,maxclause32,cegar3_nocanonic,0,0.36s,UNSAT,1,0.00s
138_HIV-1,82,3,synthesis,maxclause32,cegar3_nocanonic,0,56.00s,SAT,5,0.00s
138_HIV-1,83,3,synthesis,maxclause32,cegar3_nocanonic,0,0.90s,SAT,1,0.00s
138_HIV-1,8,3,synthesis,maxclause32,cegar3_nocanonic,0,10.34s,UNSAT,5,0.00s
138_HIV-1,84,3,synthesis,maxclause32,cegar3_nocanonic,0,0.28s,UNSAT,1,0.00s
138_HIV-1,85,3,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
138_HIV-1,86,3,synthesis,maxclause32,cegar3_nocanonic,0,3.42s,SAT,5,0.00s
138_HIV-1,87,3,synthesis,maxclause32,cegar3_nocanonic,0,1.43s,SAT,3,0.00s
138_HIV-1,88,3,synthesis,maxclause32,cegar3_nocanonic,0,1.17s,SAT,2,0.00s
138_HIV-1,89,3,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
138_HIV-1,90,3,synthesis,maxclause32,cegar3_nocanonic,0,16.36s,SAT,9,0.00s
138_HIV-1,91,3,synthesis,maxclause32,cegar3_nocanonic,124,3110.65s,TO,13,0.00s
138_HIV-1,9,1,synthesis,maxclause32,cegar3_nocanonic,0,0.46s,SAT,0,0.00s
138_HIV-1,92,3,synthesis,maxclause32,cegar3_nocanonic,0,0.41s,UNSAT,1,0.00s
138_HIV-1,93,3,synthesis,maxclause32,cegar3_nocanonic,0,0.33s,UNSAT,1,0.00s
138_HIV-1,9,3,synthesis,maxclause32,cegar3_nocanonic,0,0.43s,UNSAT,1,0.00s
138_HIV-1,94,3,synthesis,maxclause32,cegar3_nocanonic,0,0.40s,UNSAT,1,0.00s
138_HIV-1,95,3,synthesis,maxclause32,cegar3_nocanonic,0,2.00s,SAT,3,0.00s
138_HIV-1,96,3,synthesis,maxclause32,cegar3_nocanonic,0,4.83s,SAT,6,0.00s
138_HIV-1,97,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
138_HIV-1,98,3,synthesis,maxclause32,cegar3_nocanonic,0,32.52s,SAT,6,0.00s
138_HIV-1,99,3,synthesis,maxclause32,cegar3_nocanonic,0,1533.97s,SAT,10,0.00s
139_FIBROBLASTS,1,1,synthesis,maxclause32,cegar3_nocanonic,0,9.37s,SAT,2,0.00s
139_FIBROBLASTS,1,2,synthesis,maxclause32,cegar3_nocanonic,124,2407.27s,TO,5,0.00s
139_FIBROBLASTS,2,1,synthesis,maxclause32,cegar3_nocanonic,124,3538.75s,TO,5,0.00s
139_FIBROBLASTS,2,2,synthesis,maxclause32,cegar3_nocanonic,124,8.23s,TO,5,0.00s
139_FIBROBLASTS,3,1,synthesis,maxclause32,cegar3_nocanonic,0,5.92s,SAT,2,0.00s
139_FIBROBLASTS,3,2,synthesis,maxclause32,cegar3_nocanonic,124,,TO,0,
139_FIBROBLASTS,4,1,synthesis,maxclause32,cegar3_nocanonic,124,14.88s,TO,6,0.00s
139_FIBROBLASTS,4,2,synthesis,maxclause32,cegar3_nocanonic,124,1260.49s,TO,5,0.00s
145_HMOX1-PATHWAY,100,3,synthesis,maxclause32,cegar3_nocanonic,124,3575.13s,TO,121,0.00s
145_HMOX1-PATHWAY,10,1,synthesis,maxclause32,cegar3_nocanonic,0,0.36s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,10,3,synthesis,maxclause32,cegar3_nocanonic,0,419.90s,SAT,59,0.00s
145_HMOX1-PATHWAY,11,1,synthesis,maxclause32,cegar3_nocanonic,0,114.19s,SAT,33,0.00s
145_HMOX1-PATHWAY,11,3,synthesis,maxclause32,cegar3_nocanonic,0,1332.64s,SAT,64,0.00s
145_HMOX1-PATHWAY,1,1,synthesis,maxclause32,cegar3_nocanonic,0,1.26s,SAT,3,0.00s
145_HMOX1-PATHWAY,12,1,synthesis,maxclause32,cegar3_nocanonic,0,1.50s,SAT,3,0.00s
145_HMOX1-PATHWAY,12,3,synthesis,maxclause32,cegar3_nocanonic,124,3570.02s,TO,108,0.00s
145_HMOX1-PATHWAY,13,1,synthesis,maxclause32,cegar3_nocanonic,0,10.89s,SAT,13,0.00s
145_HMOX1-PATHWAY,13,3,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,1,3,synthesis,maxclause32,cegar3_nocanonic,0,0.41s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,14,1,synthesis,maxclause32,cegar3_nocanonic,0,1.54s,SAT,3,0.00s
145_HMOX1-PATHWAY,14,3,synthesis,maxclause32,cegar3_nocanonic,0,0.43s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,15,1,synthesis,maxclause32,cegar3_nocanonic,0,0.41s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,15,3,synthesis,maxclause32,cegar3_nocanonic,0,12.81s,SAT,13,0.00s
145_HMOX1-PATHWAY,16,1,synthesis,maxclause32,cegar3_nocanonic,0,4.82s,SAT,8,0.00s
145_HMOX1-PATHWAY,16,3,synthesis,maxclause32,cegar3_nocanonic,0,15.78s,UNSAT,15,0.00s
145_HMOX1-PATHWAY,17,1,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,17,3,synthesis,maxclause32,cegar3_nocanonic,0,0.40s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,18,1,synthesis,maxclause32,cegar3_nocanonic,0,1.69s,SAT,4,0.00s
145_HMOX1-PATHWAY,18,3,synthesis,maxclause32,cegar3_nocanonic,0,1.29s,UNSAT,3,0.00s
145_HMOX1-PATHWAY,19,1,synthesis,maxclause32,cegar3_nocanonic,0,1.34s,UNSAT,3,0.00s
145_HMOX1-PATHWAY,19,3,synthesis,maxclause32,cegar3_nocanonic,0,83.36s,SAT,30,0.00s
145_HMOX1-PATHWAY,20,1,synthesis,maxclause32,cegar3_nocanonic,0,30.52s,SAT,21,0.00s
145_HMOX1-PATHWAY,20,3,synthesis,maxclause32,cegar3_nocanonic,0,0.35s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,21,1,synthesis,maxclause32,cegar3_nocanonic,0,0.63s,UNSAT,2,0.00s
145_HMOX1-PATHWAY,21,3,synthesis,maxclause32,cegar3_nocanonic,0,18.05s,SAT,13,0.00s
145_HMOX1-PATHWAY,2,1,synthesis,maxclause32,cegar3_nocanonic,0,0.51s,SAT,1,0.00s
145_HMOX1-PATHWAY,22,1,synthesis,maxclause32,cegar3_nocanonic,0,47.55s,SAT,23,0.00s
145_HMOX1-PATHWAY,22,3,synthesis,maxclause32,cegar3_nocanonic,0,0.35s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,23,1,synthesis,maxclause32,cegar3_nocanonic,0,15.98s,SAT,15,0.00s
145_HMOX1-PATHWAY,23,3,synthesis,maxclause32,cegar3_nocanonic,0,0.74s,UNSAT,2,0.00s
145_HMOX1-PATHWAY,2,3,synthesis,maxclause32,cegar3_nocanonic,124,1311.28s,TO,17,0.00s
145_HMOX1-PATHWAY,24,1,synthesis,maxclause32,cegar3_nocanonic,0,1.44s,SAT,3,0.00s
145_HMOX1-PATHWAY,24,3,synthesis,maxclause32,cegar3_nocanonic,0,68.91s,UNSAT,28,0.00s
145_HMOX1-PATHWAY,25,1,synthesis,maxclause32,cegar3_nocanonic,0,5.10s,SAT,9,0.00s
145_HMOX1-PATHWAY,25,3,synthesis,maxclause32,cegar3_nocanonic,0,3.91s,UNSAT,7,0.00s
145_HMOX1-PATHWAY,26,1,synthesis,maxclause32,cegar3_nocanonic,0,0.64s,UNSAT,2,0.00s
145_HMOX1-PATHWAY,26,3,synthesis,maxclause32,cegar3_nocanonic,0,2866.02s,SAT,101,0.00s
145_HMOX1-PATHWAY,27,1,synthesis,maxclause32,cegar3_nocanonic,0,23.26s,SAT,17,0.00s
145_HMOX1-PATHWAY,27,3,synthesis,maxclause32,cegar3_nocanonic,0,0.65s,UNSAT,2,0.00s
145_HMOX1-PATHWAY,28,1,synthesis,maxclause32,cegar3_nocanonic,0,18.04s,SAT,15,0.00s
145_HMOX1-PATHWAY,28,3,synthesis,maxclause32,cegar3_nocanonic,0,0.32s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,29,1,synthesis,maxclause32,cegar3_nocanonic,0,1.95s,SAT,5,0.00s
145_HMOX1-PATHWAY,29,3,synthesis,maxclause32,cegar3_nocanonic,0,2.87s,UNSAT,6,0.00s
145_HMOX1-PATHWAY,30,1,synthesis,maxclause32,cegar3_nocanonic,0,0.74s,UNSAT,2,0.00s
145_HMOX1-PATHWAY,30,3,synthesis,maxclause32,cegar3_nocanonic,0,2.97s,UNSAT,6,0.00s
145_HMOX1-PATHWAY,31,1,synthesis,maxclause32,cegar3_nocanonic,0,0.66s,UNSAT,2,0.00s
145_HMOX1-PATHWAY,31,3,synthesis,maxclause32,cegar3_nocanonic,0,1.51s,SAT,4,0.00s
145_HMOX1-PATHWAY,3,1,synthesis,maxclause32,cegar3_nocanonic,0,17.42s,SAT,15,0.00s
145_HMOX1-PATHWAY,32,1,synthesis,maxclause32,cegar3_nocanonic,0,0.61s,SAT,1,0.00s
145_HMOX1-PATHWAY,32,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,33,1,synthesis,maxclause32,cegar3_nocanonic,0,4.03s,SAT,7,0.00s
145_HMOX1-PATHWAY,33,3,synthesis,maxclause32,cegar3_nocanonic,0,2.74s,UNSAT,5,0.00s
145_HMOX1-PATHWAY,3,3,synthesis,maxclause32,cegar3_nocanonic,124,3100.68s,TO,104,0.00s
145_HMOX1-PATHWAY,34,1,synthesis,maxclause32,cegar3_nocanonic,0,0.37s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,34,3,synthesis,maxclause32,cegar3_nocanonic,0,1.46s,SAT,3,0.00s
145_HMOX1-PATHWAY,35,1,synthesis,maxclause32,cegar3_nocanonic,0,1.97s,SAT,4,0.00s
145_HMOX1-PATHWAY,35,3,synthesis,maxclause32,cegar3_nocanonic,124,3533.14s,TO,120,0.00s
145_HMOX1-PATHWAY,36,1,synthesis,maxclause32,cegar3_nocanonic,0,0.64s,SAT,1,0.00s
145_HMOX1-PATHWAY,36,3,synthesis,maxclause32,cegar3_nocanonic,0,0.40s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,37,1,synthesis,maxclause32,cegar3_nocanonic,0,13.43s,SAT,14,0.00s
145_HMOX1-PATHWAY,37,3,synthesis,maxclause32,cegar3_nocanonic,0,2.48s,UNSAT,6,0.00s
145_HMOX1-PATHWAY,38,1,synthesis,maxclause32,cegar3_nocanonic,0,1.77s,SAT,4,0.00s
145_HMOX1-PATHWAY,38,3,synthesis,maxclause32,cegar3_nocanonic,0,0.33s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,39,1,synthesis,maxclause32,cegar3_nocanonic,0,4.31s,SAT,7,0.00s
145_HMOX1-PATHWAY,39,3,synthesis,maxclause32,cegar3_nocanonic,0,4.49s,SAT,8,0.00s
145_HMOX1-PATHWAY,40,1,synthesis,maxclause32,cegar3_nocanonic,0,0.68s,SAT,1,0.00s
145_HMOX1-PATHWAY,40,3,synthesis,maxclause32,cegar3_nocanonic,124,3570.66s,TO,91,0.00s
145_HMOX1-PATHWAY,41,1,synthesis,maxclause32,cegar3_nocanonic,0,0.55s,SAT,1,0.00s
145_HMOX1-PATHWAY,41,3,synthesis,maxclause32,cegar3_nocanonic,0,55.89s,SAT,26,0.00s
145_HMOX1-PATHWAY,4,1,synthesis,maxclause32,cegar3_nocanonic,0,3.95s,SAT,7,0.00s
145_HMOX1-PATHWAY,42,1,synthesis,maxclause32,cegar3_nocanonic,0,0.80s,SAT,2,0.00s
145_HMOX1-PATHWAY,42,3,synthesis,maxclause32,cegar3_nocanonic,0,97.58s,SAT,32,0.00s
145_HMOX1-PATHWAY,43,1,synthesis,maxclause32,cegar3_nocanonic,0,1055.50s,SAT,75,0.00s
145_HMOX1-PATHWAY,43,3,synthesis,maxclause32,cegar3_nocanonic,0,0.45s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,4,3,synthesis,maxclause32,cegar3_nocanonic,0,0.38s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,44,1,synthesis,maxclause32,cegar3_nocanonic,0,7.72s,SAT,10,0.00s
145_HMOX1-PATHWAY,44,3,synthesis,maxclause32,cegar3_nocanonic,0,2.66s,UNSAT,6,0.00s
145_HMOX1-PATHWAY,45,1,synthesis,maxclause32,cegar3_nocanonic,0,2.39s,SAT,5,0.00s
145_HMOX1-PATHWAY,45,3,synthesis,maxclause32,cegar3_nocanonic,0,1.76s,SAT,4,0.00s
145_HMOX1-PATHWAY,46,1,synthesis,maxclause32,cegar3_nocanonic,0,2.57s,SAT,5,0.00s
145_HMOX1-PATHWAY,46,3,synthesis,maxclause32,cegar3_nocanonic,0,0.38s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,47,1,synthesis,maxclause32,cegar3_nocanonic,124,3579.33s,TO,101,0.00s
145_HMOX1-PATHWAY,47,3,synthesis,maxclause32,cegar3_nocanonic,0,0.83s,SAT,2,0.00s
145_HMOX1-PATHWAY,48,1,synthesis,maxclause32,cegar3_nocanonic,0,2.88s,SAT,6,0.00s
145_HMOX1-PATHWAY,48,3,synthesis,maxclause32,cegar3_nocanonic,0,0.43s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,49,1,synthesis,maxclause32,cegar3_nocanonic,0,1.95s,SAT,4,0.00s
145_HMOX1-PATHWAY,49,3,synthesis,maxclause32,cegar3_nocanonic,0,1.39s,UNSAT,4,0.00s
145_HMOX1-PATHWAY,50,1,synthesis,maxclause32,cegar3_nocanonic,0,1.31s,UNSAT,3,0.00s
145_HMOX1-PATHWAY,50,3,synthesis,maxclause32,cegar3_nocanonic,0,2.44s,UNSAT,5,0.00s
145_HMOX1-PATHWAY,51,1,synthesis,maxclause32,cegar3_nocanonic,0,1.23s,SAT,3,0.00s
145_HMOX1-PATHWAY,51,3,synthesis,maxclause32,cegar3_nocanonic,0,1.25s,UNSAT,3,0.00s
145_HMOX1-PATHWAY,5,1,synthesis,maxclause32,cegar3_nocanonic,0,466.00s,SAT,59,0.00s
145_HMOX1-PATHWAY,52,1,synthesis,maxclause32,cegar3_nocanonic,0,1.00s,SAT,2,0.00s
145_HMOX1-PATHWAY,52,3,synthesis,maxclause32,cegar3_nocanonic,0,8.86s,SAT,11,0.00s
145_HMOX1-PATHWAY,53,3,synthesis,maxclause32,cegar3_nocanonic,0,38.51s,SAT,21,0.00s
145_HMOX1-PATHWAY,5,3,synthesis,maxclause32,cegar3_nocanonic,124,3519.10s,TO,81,0.00s
145_HMOX1-PATHWAY,54,3,synthesis,maxclause32,cegar3_nocanonic,0,23.11s,SAT,18,0.00s
145_HMOX1-PATHWAY,55,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,56,3,synthesis,maxclause32,cegar3_nocanonic,0,0.31s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,57,3,synthesis,maxclause32,cegar3_nocanonic,0,0.31s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,58,3,synthesis,maxclause32,cegar3_nocanonic,0,6.28s,SAT,8,0.00s
145_HMOX1-PATHWAY,59,3,synthesis,maxclause32,cegar3_nocanonic,0,0.51s,SAT,1,0.00s
145_HMOX1-PATHWAY,60,3,synthesis,maxclause32,cegar3_nocanonic,0,3.62s,UNSAT,7,0.00s
145_HMOX1-PATHWAY,61,3,synthesis,maxclause32,cegar3_nocanonic,0,0.42s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,6,1,synthesis,maxclause32,cegar3_nocanonic,0,0.59s,SAT,1,0.00s
145_HMOX1-PATHWAY,62,3,synthesis,maxclause32,cegar3_nocanonic,0,60.70s,SAT,22,0.00s
145_HMOX1-PATHWAY,63,3,synthesis,maxclause32,cegar3_nocanonic,0,1.51s,UNSAT,4,0.00s
145_HMOX1-PATHWAY,6,3,synthesis,maxclause32,cegar3_nocanonic,0,0.44s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,64,3,synthesis,maxclause32,cegar3_nocanonic,0,14.10s,SAT,13,0.00s
145_HMOX1-PATHWAY,65,3,synthesis,maxclause32,cegar3_nocanonic,0,0.43s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,66,3,synthesis,maxclause32,cegar3_nocanonic,124,,TO,0,
145_HMOX1-PATHWAY,67,3,synthesis,maxclause32,cegar3_nocanonic,124,3211.92s,TO,106,0.00s
145_HMOX1-PATHWAY,68,3,synthesis,maxclause32,cegar3_nocanonic,0,478.74s,SAT,66,0.00s
145_HMOX1-PATHWAY,69,3,synthesis,maxclause32,cegar3_nocanonic,0,18.93s,SAT,16,0.00s
145_HMOX1-PATHWAY,70,3,synthesis,maxclause32,cegar3_nocanonic,0,0.94s,UNSAT,3,0.00s
145_HMOX1-PATHWAY,71,3,synthesis,maxclause32,cegar3_nocanonic,0,156.78s,SAT,42,0.00s
145_HMOX1-PATHWAY,7,1,synthesis,maxclause32,cegar3_nocanonic,0,37.82s,SAT,22,0.00s
145_HMOX1-PATHWAY,72,3,synthesis,maxclause32,cegar3_nocanonic,0,0.38s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,73,3,synthesis,maxclause32,cegar3_nocanonic,0,0.36s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,7,3,synthesis,maxclause32,cegar3_nocanonic,0,25.61s,SAT,18,0.00s
145_HMOX1-PATHWAY,74,3,synthesis,maxclause32,cegar3_nocanonic,124,7.01s,TO,8,0.00s
145_HMOX1-PATHWAY,75,3,synthesis,maxclause32,cegar3_nocanonic,0,0.36s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,76,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,77,3,synthesis,maxclause32,cegar3_nocanonic,124,3356.84s,TO,112,0.00s
145_HMOX1-PATHWAY,78,3,synthesis,maxclause32,cegar3_nocanonic,0,1.53s,UNSAT,4,0.00s
145_HMOX1-PATHWAY,79,3,synthesis,maxclause32,cegar3_nocanonic,0,41.32s,SAT,20,0.00s
145_HMOX1-PATHWAY,80,3,synthesis,maxclause32,cegar3_nocanonic,0,1.55s,SAT,3,0.00s
145_HMOX1-PATHWAY,81,3,synthesis,maxclause32,cegar3_nocanonic,0,128.66s,SAT,29,0.00s
145_HMOX1-PATHWAY,8,1,synthesis,maxclause32,cegar3_nocanonic,0,3.49s,SAT,6,0.00s
145_HMOX1-PATHWAY,82,3,synthesis,maxclause32,cegar3_nocanonic,0,0.30s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,83,3,synthesis,maxclause32,cegar3_nocanonic,124,3526.83s,TO,87,0.00s
145_HMOX1-PATHWAY,8,3,synthesis,maxclause32,cegar3_nocanonic,124,986.58s,TO,22,0.00s
145_HMOX1-PATHWAY,84,3,synthesis,maxclause32,cegar3_nocanonic,0,0.39s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,85,3,synthesis,maxclause32,cegar3_nocanonic,0,1.14s,SAT,2,0.00s
145_HMOX1-PATHWAY,86,3,synthesis,maxclause32,cegar3_nocanonic,0,0.38s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,87,3,synthesis,maxclause32,cegar3_nocanonic,0,0.35s,UNSAT,1,0.00s
145_HMOX1-PATHWAY,88,3,synthesis,maxclause32,cegar3_nocanonic,0,0.66s,SAT,1,0.00s
